userId,timestamp,origin_lat,origin_lon,origin_category,destination_lat,destination_lon,destination_category
1000,2025-05-28 07:15:00,40.699023,-73.810015,Train Station,40.750795,-73.993576,Train Station
1000,2025-05-28 08:00:00,40.750795,-73.993576,Train Station,40.748942,-73.987654,Café
1000,2025-05-28 08:30:00,40.748942,-73.987654,Café,40.750795,-73.993576,Train Station
1000,2025-05-28 12:00:00,40.750795,-73.993576,Train Station,40.742101,-73.989712,Restaurant
1000,2025-05-28 12:45:00,40.742101,-73.989712,Restaurant,40.745181,-73.979436,Other Great Outdoors
1000,2025-05-28 14:00:00,40.745181,-73.979436,Other Great Outdoors,40.739398,-73.99321,General Entertainment
1000,2025-05-28 16:30:00,40.739398,-73.99321,General Entertainment,40.750795,-73.993576,Train Station
1000,2025-05-28 18:00:00,40.750795,-73.993576,Train Station,40.699023,-73.810015,Train Station
1000,2025-05-28 18:45:00,40.699023,-73.810015,Train Station,40.828277,-73.926553,Stadium
1000,2025-05-28 20:30:00,40.828277,-73.926553,Stadium,40.730982,-73.987123,Bar
1000,2025-05-28 21:30:00,40.730982,-73.987123,Bar,40.750795,-73.993576,Train Station
1000,2025-05-28 22:45:00,40.750795,-73.993576,Train Station,40.699023,-73.810015,Train Station
1001,2025-05-28 07:30:00,40.738681,-73.988498,Gym / Fitness Center,40.753798,-73.986815,Coffee Shop
1001,2025-05-28 09:00:00,40.753798,-73.986815,Coffee Shop,40.741862,-73.989434,Food & Drink Shop
1001,2025-05-28 12:00:00,40.741862,-73.989434,Food & Drink Shop,40.735282,-73.990403,Park
1001,2025-05-28 14:00:00,40.735282,-73.990403,Park,40.738221,-73.981881,Library
1001,2025-05-28 16:00:00,40.738221,-73.981881,Library,40.744156,-73.989244,Gym / Fitness Center
1001,2025-05-28 17:30:00,40.744156,-73.989244,Gym / Fitness Center,40.771485,-73.959221,Vegetarian / Vegan Restaurant
1001,2025-05-28 19:30:00,40.771485,-73.959221,Vegetarian / Vegan Restaurant,40.742762,-73.976923,Movie Theater
1001,2025-05-28 21:00:00,40.742762,-73.976923,Movie Theater,40.721741,-73.984806,Bar
