userId,score
1000,0.92
1001,0.92
1002,0.92
1003,0.92
1004,0.94
1005,0.92
1006,0.92
1007,0.9
1009,0.92
100,0.9
1010,0.9
1011,0.9
1012,0.9
1013,0.92
1014,0.9
1015,0.88
1016,0.9
1017,0.92
1018,0.88
1019,0.87
101,0.9
1020,0.92
1021,0.9
1023,0.9
1024,0.88
1025,0.9
1026,0.92
1027,0.92
1028,0.92
1029,0.92
102,0.92
1030,0.9
1031,0.92
1032,0.92
1033,0.9
1034,0.92
1036,0.9
1038,0.92
1039,0.9
103,0.9
1040,0.88
1041,0.92
1042,0.92
1044,0.92
1045,0.9
1047,0.92
1048,0.9
1049,0.9
104,0.92
1050,0.95
1051,0.9
1052,0.92
1053,0.92
1054,0.9
1055,0.94
1056,0.92
1057,0.92
1058,0.9
1059,0.9
105,0.9
1060,0.92
1061,0.88
1062,0.92
1063,0.9
1064,0.9
1065,0.9
1066,0.88
1068,0.92
1069,0.92
1070,0.92
1071,0.88
1072,0.92
1073,0.92
1074,0.92
1075,0.92
1076,0.9
1077,0.92
1078,0.9
1079,0.92
107,0.92
1080,0.88
1082,0.9
1083,0.9
108,0.9
10,0.9
110,0.92
112,0.9
113,0.88
114,0.9
115,0.85
116,0.88
117,0.92
118,0.9
119,0.92
11,0.88
120,0.92
121,0.88
122,0.9
123,0.92
124,0.9
125,0.88
126,0.9
127,0.92
128,0.92
129,0.92
12,0.92
130,0.92
131,0.9
132,0.92
133,0.92
134,0.9
135,0.9
136,0.92
138,0.9
139,0.9
140,0.9
142,0.9
143,0.9
144,0.9
145,0.92
148,0.92
149,0.92
14,0.92
150,0.92
151,0.92
152,0.9
153,0.9
155,0.9
157,0.9
158,0.95
159,0.92
15,0.95
160,0.9
161,0.92
162,0.9
163,0.88
164,0.92
166,0.92
167,0.9
169,0.88
16,0.9
170,0.93
171,0.92
172,0.92
173,0.9
175,0.9
176,0.92
177,0.92
178,0.9
179,0.88
17,0.92
180,0.88
181,0.92
182,0.88
183,0.9
184,0.9
185,0.9
186,0.9
187,0.9
188,0.9
189,0.9
18,0.88
190,0.9
191,0.92
192,0.88
193,0.88
194,0.9
195,0.9
196,0.92
198,0.9
199,0.9
19,0.92
1,0.9
200,0.9
201,0.88
202,0.92
203,0.9
204,0.92
206,0.9
207,0.9
208,0.88
20,0.92
210,0.9
211,0.92
213,0.9
214,0.9
215,0.9
216,0.9
217,0.9
218,0.9
219,0.9
21,0.9
220,0.92
221,0.88
222,0.95
225,0.92
226,0.92
227,0.92
228,0.92
229,0.9
230,0.92
231,0.88
233,0.88
234,0.9
235,0.9
237,0.92
238,0.9
23,0.88
240,0.95
