userId,score
1000,0.65
1001,0.65
1002,0.68
1003,0.65
1004,0.73
1005,0.75
1006,0.65
1007,0.65
1008,0.75
1009,0.72
100,0.78
1010,0.75
1011,0.73
1012,0.75
1013,0.75
1014,0.65
1015,0.65
1016,0.65
1017,0.75
1018,0.65
1019,0.65
101,0.75
1020,0.75
1021,0.65
1022,0.75
1023,0.7
1024,0.65
1025,0.65
1026,0.65
1027,0.65
1028,0.65
1029,0.75
102,0.7
1030,0.65
1031,0.65
1032,0.75
1033,0.72
1034,0.65
1035,0.65
1036,0.72
1037,0.72
1038,0.75
1039,0.72
103,0.75
1040,0.65
1041,0.65
1042,0.75
1043,0.65
1044,0.75
1045,0.65
1046,0.65
1047,0.75
1048,0.78
1049,0.7
104,0.75
1050,0.68
1051,0.65
1052,0.65
1053,0.72
1054,0.65
1055,0.65
1056,0.75
1057,0.65
1058,0.65
1059,0.75
105,0.65
1060,0.75
1061,0.72
1062,0.65
1063,0.68
1064,0.78
1065,0.67
1066,0.65
1067,0.68
1068,0.75
1069,0.75
106,0.65
1070,0.75
1071,0.65
1072,0.65
1073,0.68
1074,0.75
1075,0.75
1076,0.65
1077,0.75
1078,0.7
1079,0.68
107,0.73
1080,0.75
1081,0.65
1082,0.7
1083,0.65
108,0.7
109,0.65
10,0.75
110,0.7
111,0.65
112,0.65
113,0.65
115,0.65
116,0.65
117,0.72
118,0.65
119,0.75
11,0.72
120,0.65
121,0.65
122,0.65
123,0.75
124,0.65
125,0.75
126,0.65
127,0.72
128,0.65
129,0.65
12,0.75
130,0.65
131,0.65
132,0.75
133,0.75
134,0.65
135,0.65
136,0.68
137,0.65
138,0.65
139,0.65
13,0.75
140,0.65
141,0.73
142,0.75
143,0.65
144,0.65
148,0.65
149,0.65
14,0.75
150,0.65
151,0.65
152,0.75
153,0.75
154,0.65
155,0.65
156,0.65
157,0.75
158,0.75
159,0.65
15,0.65
160,0.65
161,0.75
162,0.65
163,0.72
165,0.65
166,0.65
167,0.65
168,0.68
169,0.7
16,0.65
170,0.76
171,0.76
172,0.65
173,0.65
176,0.75
177,0.65
178,0.65
179,0.75
17,0.68
180,0.75
181,0.75
182,0.75
183,0.73
184,0.75
185,0.72
186,0.7
187,0.65
188,0.65
189,0.65
18,0.75
190,0.65
191,0.65
192,0.65
193,0.7
194,0.65
195,0.75
196,0.75
197,0.75
198,0.65
199,0.68
19,0.7
1,0.65
200,0.72
201,0.78
202,0.72
203,0.75
205,0.67
206,0.65
207,0.65
208,0.7
209,0.65
20,0.65
210,0.75
211,0.65
212,0.75
213,0.75
214,0.71
215,0.65
216,0.72
217,0.75
218,0.72
219,0.75
21,0.706
220,0.75
221,0.75
222,0.75
223,0.65
224,0.65
225,0.65
226,0.72
227,0.65
228,0.65
229,0.72
22,0.72
230,0.65
231,0.65
232,0.65
233,0.65
234,0.65
235,0.65
236,0.65
238,0.65
239,0.65
23,0.75
240,0.65
241,0.75
242,0.71
243,0.75
244,0.73
245,0.65
246,0.75
248,0.75
249,0.72
24,0.75
250,0.65
251,0.65
252,0.65
253,0.65
254,0.65
255,0.65
256,0.65
257,0.78
258,0.68
259,0.75
25,0.75
260,0.72
261,0.75
262,0.65
263,0.68
264,0.75
265,0.75
266,0.7
267,0.65
268,0.7
269,0.65
26,0.65
270,0.65
271,0.65
272,0.72
273,0.73
274,0.65
275,0.75
276,0.65
277,0.75
278,0.65
279,0.65
27,0.75
280,0.75
281,0.75
282,0.75
283,0.72
284,0.65
285,0.7
286,0.65
287,0.65
288,0.72
289,0.75
28,0.75
290,0.75
291,0.65
292,0.65
293,0.65
294,0.65
295,0.75
296,0.65
297,0.7
298,0.63
299,0.65
29,0.65
2,0.65
300,0.75
301,0.65
302,0.65
303,0.75
304,0.65
305,0.7
306,0.65
307,0.65
308,0.72
309,0.72
30,0.65
310,0.75
311,0.65
312,0.65
313,0.75
314,0.65
315,0.65
316,0.65
317,0.65
318,0.75
319,0.6
31,0.65
320,0.65
321,0.65
322,0.73
323,0.65
324,0.75
325,0.65
326,0.72
327,0.75
328,0.75
329,0.65
32,0.65
330,0.65
331,0.75
332,0.75
333,0.7
334,0.75
335,0.65
336,0.72
337,0.65
338,0.75
339,0.7
33,0.65
340,0.72
341,0.7
342,0.73
343,0.67
344,0.75
345,0.65
346,0.75
347,0.75
348,0.7
34,0.65
350,0.61
351,0.65
352,0.6
353,0.75
354,0.73
355,0.75
356,0.75
357,0.7
358,0.75
359,0.75
360,0.7
361,0.65
362,0.75
364,0.75
365,0.7
366,0.72
367,0.75
368,0.7
369,0.67
36,0.78
370,0.65
371,0.68
372,0.65
373,0.7
374,0.65
375,0.73
377,0.65
378,0.75
379,0.65
37,0.75
380,0.75
381,0.75
382,0.65
383,0.75
384,0.65
385,0.65
386,0.75
387,0.65
388,0.75
389,0.65
38,0.65
390,0.75
391,0.75
392,0.65
393,0.73
394,0.72
395,0.65
396,0.75
397,0.78
398,0.7
399,0.67
39,0.65
3,0.75
400,0.65
401,0.62
402,0.75
403,0.65
404,0.65
405,0.65
406,0.65
407,0.75
408,0.75
409,0.65
40,0.75
410,0.75
411,0.75
412,0.65
413,0.65
414,0.72
415,0.75
416,0.65
417,0.7
418,0.65
419,0.65
41,0.72
420,0.75
421,0.78
422,0.76
423,0.73
424,0.75
425,0.65
426,0.75
427,0.75
428,0.65
429,0.75
42,0.65
430,0.75
431,0.65
432,0.65
433,0.72
434,0.65
435,0.7
436,0.75
437,0.75
438,0.73
439,0.72
43,0.73
441,0.72
442,0.65
443,0.75
444,0.78
445,0.65
446,0.65
447,0.74
448,0.72
449,0.65
44,0.65
450,0.7
451,0.75
452,0.72
453,0.72
454,0.72
455,0.75
456,0.72
457,0.6
458,0.68
459,0.75
45,0.55
461,0.72
462,0.75
463,0.65
464,0.65
465,0.72
466,0.65
467,0.75
468,0.65
469,0.65
46,0.68
470,0.7
471,0.75
472,0.65
473,0.65
474,0.72
475,0.75
476,0.6
477,0.73
478,0.72
479,0.75
47,0.65
480,0.6
481,0.65
482,0.75
483,0.65
484,0.65
485,0.75
486,0.65
487,0.73
488,0.65
489,0.65
48,0.75
490,0.7
491,0.65
492,0.75
493,0.75
494,0.72
495,0.65
496,0.65
497,0.72
498,0.65
499,0.65
49,0.65
4,0.65
500,0.65
501,0.72
502,0.65
503,0.65
504,0.73
505,0.65
506,0.65
507,0.65
508,0.72
509,0.75
50,0.67
510,0.65
511,0.65
512,0.65
513,0.73
514,0.6
515,0.65
516,0.75
517,0.75
518,0.75
519,0.75
51,0.65
520,0.75
521,0.75
522,0.65
523,0.73
524,0.75
525,0.7
526,0.75
527,0.65
528,0.65
529,0.72
52,0.65
530,0.65
532,0.65
533,0.75
534,0.65
535,0.68
536,0.65
537,0.75
538,0.72
539,0.75
53,0.65
540,0.68
541,0.75
542,0.65
543,0.75
544,0.75
545,0.75
546,0.72
547,0.67
548,0.72
549,0.65
54,0.7
550,0.75
551,0.68
552,0.72
553,0.75
554,0.73
555,0.75
556,0.65
557,0.65
558,0.6
559,0.65
55,0.75
560,0.72
561,0.7
562,0.65
563,0.68
564,0.7
565,0.65
566,0.65
567,0.6
568,0.75
569,0.65
56,0.7
570,0.65
571,0.65
572,0.65
573,0.65
574,0.75
575,0.65
576,0.65
577,0.75
578,0.72
579,0.7
57,0.65
580,0.75
581,0.65
582,0.78
583,0.65
584,0.75
585,0.65
586,0.75
587,0.65
588,0.65
589,0.65
58,0.75
590,0.7
591,0.65
592,0.7
593,0.75
594,0.75
595,0.75
596,0.65
597,0.75
598,0.65
599,0.75
59,0.75
5,0.65
600,0.72
601,0.75
602,0.7
603,0.65
604,0.7
605,0.65
606,0.65
607,0.65
608,0.75
609,0.73
60,0.65
610,0.75
611,0.65
612,0.65
613,0.75
614,0.75
615,0.75
616,0.65
617,0.65
618,0.75
619,0.65
61,0.7
620,0.75
621,0.75
622,0.65
623,0.75
624,0.64
625,0.65
626,0.65
627,0.65
628,0.75
629,0.65
62,0.725
630,0.7
631,0.75
633,0.65
634,0.65
635,0.65
636,0.65
637,0.65
638,0.7
639,0.65
63,0.73
640,0.65
641,0.65
642,0.75
643,0.65
644,0.65
645,0.72
646,0.78
647,0.65
648,0.72
649,0.75
64,0.65
650,0.7
651,0.75
652,0.65
653,0.65
654,0.65
655,0.65
656,0.65
657,0.65
658,0.68
659,0.65
65,0.65
660,0.72
661,0.65
662,0.75
663,0.68
664,0.78
665,0.65
666,0.65
667,0.75
668,0.65
669,0.68
66,0.65
670,0.65
672,0.71
673,0.68
674,0.73
675,0.72
676,0.68
677,0.65
679,0.65
67,0.75
680,0.65
681,0.75
682,0.65
683,0.65
684,0.68
685,0.65
686,0.73
687,0.75
688,0.65
689,0.62
68,0.64
690,0.73
691,0.65
692,0.65
693,0.65
694,0.65
695,0.72
696,0.75
697,0.65
698,0.65
699,0.65
69,0.65
6,0.75
700,0.71
701,0.78
702,0.75
703,0.65
704,0.7
705,0.72
706,0.65
707,0.75
708,0.69
709,0.65
