userId,score
1000,0.87
1001,0.85
1002,0.89
1003,0.88
1004,0.86
1005,0.8
1006,0.85
1007,0.84
1008,0.83
1009,0.87
100,0.84
1010,0.85
1011,0.87
1012,0.9
1013,0.83
1014,0.85
1015,0.88
1016,0.88
1017,0.86
1018,0.84
1019,0.84
101,0.83
1020,0.85
1021,0.85
1022,0.85
1023,0.85
1024,0.84
1025,0.87
1026,0.88
1027,0.88
1028,0.85
1029,0.9
102,0.88
1030,0.88
1031,0.85
1032,0.88
1033,0.87
1034,0.9
1035,0.84
1036,0.82
1037,0.85
1038,0.88
1039,0.85
103,0.87
1040,0.85
1041,0.88
1042,0.86
1043,0.85
1044,0.92
1045,0.84
1046,0.88
1047,0.88
1048,0.85
1049,0.85
104,0.88
1050,0.85
1051,0.85
1052,0.84
1053,0.85
1054,0.85
1055,0.86
1056,0.92
1057,0.85
1058,0.89
1059,0.85
105,0.88
1060,0.88
1061,0.9
1062,0.85
1063,0.88
1064,0.89
1065,0.84
1066,0.85
1067,0.84
1068,0.87
1069,0.85
106,0.85
1070,0.85
1071,0.85
1072,0.85
1073,0.85
1074,0.88
1075,0.85
1076,0.88
1077,0.88
1078,0.87
1079,0.85
107,0.85
1080,0.88
1081,0.86
1082,0.85
1083,0.85
108,0.85
109,0.94
10,0.9
110,0.84
111,0.88
112,0.82
113,0.86
114,0.85
115,0.84
116,0.85
117,0.85
118,0.92
119,0.88
11,0.85
120,0.84
121,0.88
122,0.87
123,0.88
124,0.87
125,0.88
126,0.84
127,0.84
128,0.85
129,0.85
12,0.84
130,0.85
131,0.83
132,0.88
133,0.88
134,0.87
135,0.83
136,0.88
137,0.85
138,0.9
139,0.84
13,0.9
140,0.88
141,0.85
142,0.85
143,0.83
144,0.85
145,0.84
146,0.9
147,0.83
148,0.85
149,0.86
14,0.88
150,0.92
151,0.85
152,0.85
153,0.86
154,0.85
155,0.86
156,0.85
157,0.87
158,0.88
159,0.85
15,0.85
160,0.87
161,0.9
162,0.85
163,0.87
164,0.9
165,0.87
166,0.85
167,0.9
168,0.85
169,0.87
16,0.92
170,0.85
171,0.84
172,0.85
173,0.88
174,0.84
175,0.84
176,0.88
177,0.82
178,0.88
179,0.88
17,0.85
180,0.84
181,0.85
182,0.89
183,0.86
184,0.88
185,0.84
186,0.88
187,0.85
188,0.85
189,0.84
18,0.85
190,0.85
191,0.88
192,0.85
193,0.88
194,0.85
195,0.9
196,0.88
197,0.85
198,0.83
199,0.87
19,0.88
1,0.86
200,0.85
201,0.92
202,0.85
203,0.84
204,0.85
205,0.85
206,0.85
207,0.85
208,0.91
209,0.85
20,0.86
210,0.82
211,0.92
212,0.88
213,0.88
214,0.85
215,0.87
216,0.87
217,0.88
218,0.85
219,0.92
21,0.88
220,0.85
221,0.82
222,0.87
223,0.92
224,0.88
225,0.87
226,0.84
227,0.84
228,0.85
229,0.82
22,0.88
230,0.85
231,0.87
232,0.84
233,0.84
234,0.85
235,0.87
236,0.8
237,0.85
238,0.83
239,0.85
23,0.84
240,0.87
241,0.85
242,0.87
243,0.85
244,0.88
245,0.85
246,0.9
247,0.85
248,0.87
249,0.85
24,0.85
250,0.9
251,0.88
252,0.85
253,0.85
254,0.85
255,0.85
256,0.87
257,0.85
258,0.95
259,0.88
25,0.88
260,0.85
261,0.87
262,0.85
263,0.85
264,0.85
265,0.86
266,0.85
267,0.87
268,0.85
269,0.9
26,0.83
270,0.87
271,0.86
272,0.87
273,0.88
274,0.85
275,0.87
276,0.86
277,0.88
278,0.87
279,0.85
27,0.87
280,0.88
281,0.84
282,0.85
283,0.85
284,0.88
285,0.88
286,0.85
287,0.85
288,0.9
289,0.85
28,0.85
290,0.88
291,0.85
292,0.85
293,0.85
294,0.87
295,0.88
296,0.87
297,0.85
298,0.86
299,0.92
29,0.84
2,0.92
300,0.86
301,0.86
302,0.88
303,0.87
304,0.85
305,0.85
306,0.82
307,0.9
308,0.87
309,0.87
30,0.87
310,0.85
311,0.87
312,0.88
313,0.88
314,0.85
315,0.88
316,0.88
317,0.87
319,0.86
31,0.84
320,0.84
321,0.82
322,0.85
323,0.85
324,0.82
325,0.85
326,0.88
327,0.84
328,0.87
329,0.88
32,0.87
330,0.84
331,0.89
332,0.9
333,0.86
334,0.85
335,0.86
336,0.84
337,0.87
338,0.85
339,0.85
33,0.85
340,0.85
341,0.85
342,0.9
343,0.88
344,0.85
345,0.86
346,1.0
347,0.89
348,0.85
349,0.86
34,0.85
350,0.8
351,0.85
352,0.88
353,0.85
354,0.85
355,0.87
356,0.88
357,0.88
358,0.88
359,0.85
35,0.85
360,0.87
361,0.85
362,0.87
363,0.84
364,0.82
365,0.86
366,0.92
367,0.87
368,0.85
369,0.88
36,0.86
370,0.85
371,0.82
372,0.85
373,0.88
374,0.83
375,0.87
376,0.88
377,0.88
378,0.85
379,0.85
37,0.85
380,0.83
381,0.83
382,0.85
383,0.85
384,0.85
385,0.85
386,0.85
387,0.82
388,0.87
389,0.85
38,0.88
390,0.86
391,0.86
392,0.88
393,0.85
394,0.85
395,0.85
396,0.85
397,0.82
398,0.85
399,0.86
39,0.88
3,0.85
400,0.85
401,0.83
402,0.87
403,0.88
404,0.88
405,0.95
406,0.87
407,0.85
408,0.85
409,0.85
40,0.85
410,0.83
411,0.87
412,0.88
413,0.82
414,0.85
415,0.83
416,0.86
417,0.87
418,0.85
419,0.88
41,0.84
420,0.92
421,0.86
422,0.88
423,0.85
424,0.86
425,0.82
426,0.85
427,0.85
428,0.93
429,0.85
42,0.83
430,0.86
431,0.85
432,0.82
433,0.85
434,0.96
435,0.85
436,0.88
437,0.88
438,0.88
439,0.85
43,0.88
440,0.88
441,0.85
442,0.85
443,0.85
444,0.85
445,0.88
446,0.83
447,0.84
448,0.88
449,0.85
44,0.85
450,0.84
451,0.85
452,0.86
453,0.84
454,0.85
455,0.85
456,0.84
457,0.84
458,0.85
459,0.85
45,0.88
460,0.88
461,0.85
462,0.87
463,0.88
464,0.86
465,0.85
466,0.84
467,0.88
468,0.87
469,0.86
46,0.84
470,0.92
471,0.85
472,0.85
473,0.86
474,0.85
475,0.85
476,0.84
477,0.84
478,0.88
479,0.85
47,0.84
480,0.83
481,0.88
482,0.88
483,0.87
484,0.85
485,0.85
486,0.9
487,0.85
488,0.85
489,0.85
48,0.84
490,0.85
491,0.84
492,0.87
493,0.84
494,0.85
495,0.85
496,0.85
497,0.84
498,0.85
499,0.9
49,0.87
4,0.86
500,0.84
501,0.9
502,0.84
503,0.84
504,0.85
505,0.92
506,0.9
507,0.87
508,0.85
509,0.85
50,0.85
510,0.83
511,0.85
512,0.88
513,0.84
514,0.85
515,0.84
516,0.86
517,0.85
518,0.87
519,0.85
51,0.9
520,0.85
521,0.85
522,0.86
523,0.85
524,0.84
525,0.88
526,0.85
527,0.85
528,0.86
529,0.88
52,0.88
530,0.85
531,0.88
532,0.87
533,0.88
534,0.84
535,0.84
536,0.85
537,0.85
538,0.86
539,0.93
53,0.87
540,0.9
541,0.84
542,0.85
543,0.85
544,0.88
545,0.85
546,0.85
547,0.85
548,0.92
549,0.86
54,0.9
550,0.85
551,0.87
552,0.85
553,0.84
554,0.83
555,0.85
556,0.9
557,0.85
558,0.85
559,0.88
55,0.82
560,0.85
561,0.85
562,0.84
563,0.85
564,0.84
565,0.88
566,0.82
567,0.87
568,0.87
569,0.85
56,0.86
570,0.88
571,0.88
572,0.85
573,0.88
574,0.86
575,0.88
576,0.85
577,0.87
578,0.87
579,0.87
57,0.85
580,0.82
581,0.87
582,0.85
583,0.87
584,0.85
585,0.83
586,0.86
587,0.85
588,0.88
589,0.85
58,0.9
590,0.85
591,0.8
592,0.85
593,0.91
594,0.85
595,0.85
596,0.85
597,0.85
598,0.89
599,0.85
59,0.87
5,0.85
600,0.85
601,0.92
602,0.85
603,0.84
604,0.84
605,0.88
606,0.88
607,0.86
608,0.85
609,0.89
60,0.977
610,0.83
611,0.86
612,0.84
613,0.88
614,0.85
615,0.85
616,0.85
617,0.88
618,0.84
619,0.85
61,0.85
620,0.85
621,0.87
622,0.85
623,0.88
624,0.86
625,0.83
626,0.87
627,0.85
628,0.88
629,0.85
62,0.85
630,0.84
631,0.85
632,0.85
633,0.85
634,0.88
635,0.9
636,0.88
637,0.85
638,0.85
639,0.86
63,0.85
640,0.84
641,0.85
642,0.86
643,0.87
644,0.84
645,0.85
646,0.88
647,0.85
648,0.84
649,0.87
64,0.84
650,0.88
651,0.85
652,0.85
653,0.82
654,0.88
655,0.9
656,0.88
657,0.88
658,0.88
659,0.88
65,0.87
660,0.9
661,0.85
662,0.85
663,0.9
664,0.88
665,0.85
666,0.9
667,0.86
668,0.82
669,0.82
66,0.85
670,0.85
671,0.83
672,0.83
673,0.86
674,0.85
675,0.85
676,0.85
677,0.85
678,0.85
679,0.85
67,0.86
680,0.9
681,0.85
682,0.85
683,0.84
684,0.85
685,0.83
686,0.85
687,0.85
688,0.85
689,0.85
68,0.86
690,0.83
691,0.85
692,0.87
693,0.87
694,0.85
695,0.87
696,0.84
697,0.88
698,0.86
699,0.88
69,0.85
6,0.86
700,0.88
701,0.87
702,0.85
703,0.87
704,0.88
705,0.85
706,0.91
707,0.88
708,0.83
709,0.87
70,0.85
710,0.9
711,0.85
712,0.85
713,0.85
714,0.82
715,0.86
716,0.88
717,0.85
718,0.88
719,0.9
71,0.86
720,0.85
721,0.88
722,0.85
723,0.87
724,0.83
725,0.88
726,0.85
727,0.84
728,0.85
729,0.88
72,0.88
730,0.87
731,0.85
732,0.85
733,0.87
734,0.85
735,0.86
736,0.85
737,0.85
738,0.88
739,0.85
73,0.84
740,0.88
741,0.88
742,0.91
743,0.87
744,0.87
745,1.0
746,0.9
747,0.82
748,0.84
749,0.85
74,0.84
750,0.88
751,0.84
752,0.85
753,0.9
754,0.92
755,0.88
756,0.85
757,0.842
758,0.87
759,0.85
75,0.9
760,0.84
761,0.87
762,0.88
763,0.87
764,0.86
765,0.83
766,0.85
767,0.83
768,0.88
769,0.85
76,0.85
770,0.86
771,0.85
772,0.85
773,0.85
774,0.88
775,0.87
776,0.86
777,0.88
778,0.9
779,0.85
77,0.84
780,0.85
781,0.85
782,0.85
783,0.88
784,0.85
785,0.85
786,0.86
787,0.88
788,0.86
789,0.85
78,0.85
790,0.82
791,0.86
792,0.85
793,0.85
794,0.88
795,0.84
796,0.92
797,0.81
798,0.82
799,0.85
79,0.87
7,0.85
800,0.87
801,0.86
802,0.85
803,0.86
804,0.85
805,0.83
806,0.86
807,0.87
808,0.85
809,0.85
80,0.85
810,0.84
811,0.85
812,0.83
813,0.85
814,0.88
815,0.84
816,0.9
817,0.9
818,0.87
819,0.87
81,0.87
820,0.87
821,0.85
822,0.85
823,0.85
824,0.85
825,0.88
826,0.85
827,0.84
828,0.9
829,0.85
82,0.87
830,0.85
831,0.85
832,0.87
833,0.85
834,0.87
835,0.84
836,0.88
837,0.85
838,0.88
839,0.88
83,0.85
840,0.85
841,0.84
842,0.87
843,0.86
844,0.85
845,0.9
846,0.84
847,0.88
848,0.8
849,0.92
84,0.84
850,0.85
851,0.84
852,0.85
853,0.88
854,0.87
855,0.85
856,0.88
857,0.85
858,0.85
859,0.85
85,0.87
860,0.85
861,0.85
862,0.83
863,0.88
864,0.88
865,0.87
866,0.84
867,0.9
868,0.85
869,0.86
86,0.85
870,0.85
871,0.87
872,0.88
873,0.88
874,0.86
875,0.87
876,0.85
877,0.87
878,0.88
879,0.87
87,0.88
880,0.85
881,0.88
882,0.86
883,0.85
884,0.88
885,0.85
886,0.85
887,0.85
888,0.85
889,0.87
88,0.82
890,0.88
891,0.85
892,0.88
893,0.88
894,0.85
895,0.85
896,0.83
897,0.85
898,0.85
899,0.82
89,0.84
8,0.84
900,0.85
901,0.85
902,0.85
903,0.85
904,0.82
905,0.88
906,0.85
907,0.88
908,0.85
909,0.82
90,0.85
910,0.84
911,0.88
912,0.87
913,0.83
914,0.912
915,0.85
916,0.85
917,0.84
918,0.87
919,0.85
91,0.86
920,0.9
921,0.85
922,0.88
923,0.88
924,0.88
925,0.87
926,0.88
927,0.87
928,0.85
929,0.85
92,0.87
930,0.9
931,0.9
932,0.87
933,0.88
934,0.84
935,0.9
936,0.9
937,0.86
938,0.85
939,0.88
93,0.85
940,0.85
941,0.84
942,0.85
943,0.85
944,0.87
945,0.87
946,0.92
947,0.87
948,0.86
949,1.0
94,0.89
950,0.88
951,0.85
952,0.85
953,0.84
954,0.92
955,0.9
956,0.85
957,0.83
958,0.88
959,0.85
95,0.9
960,0.88
961,0.85
962,0.84
963,0.85
964,0.88
965,0.85
966,0.85
967,0.82
968,0.88
969,0.89
96,0.92
970,0.86
971,0.88
972,0.87
973,0.87
974,0.83
975,0.88
976,0.85
977,0.9
978,0.85
979,0.86
97,0.87
980,0.86
981,0.88
982,0.86
983,0.88
984,0.85
985,0.88
986,0.87
987,0.88
988,0.88
989,0.85
98,0.88
990,0.88
991,0.9
992,0.86
993,0.88
994,0.88
995,0.84
996,0.85
997,0.82
998,0.85
999,0.87
99,0.86
9,0.84
