userId,timestamp,origin_lat,origin_lon,origin_category,destination_lat,destination_lon,destination_category
1000,2025-05-28 08:00:00,40.699023,-73.810015,Train Station,40.739398,-73.99321,General Entertainment
1000,2025-05-28 09:00:00,40.739398,-73.99321,General Entertainment,40.750795,-73.993576,Train Station
1000,2025-05-28 12:00:00,40.750795,-73.993576,Train Station,40.750795,-73.993576,Train Station
1000,2025-05-28 13:00:00,40.750795,-73.993576,Train Station,40.699023,-73.810015,Train Station
1000,2025-05-28 17:30:00,40.699023,-73.810015,Train Station,40.828277,-73.926553,Stadium
1000,2025-05-28 18:00:00,40.828277,-73.926553,Stadium,40.750795,-73.993576,Train Station
1000,2025-05-28 20:30:00,40.750795,-73.993576,Train Station,40.699023,-73.810015,Train Station
1000,2025-05-28 21:00:00,40.699023,-73.810015,Train Station,40.745181,-73.979436,Other Great Outdoors
1000,2025-05-28 22:00:00,40.745181,-73.979436,Other Great Outdoors,40.699023,-73.810015,Train Station
1001,2025-05-28 06:30:00,40.738681,-73.988498,Gym / Fitness Center,40.753798,-73.986815,Coffee Shop
1001,2025-05-28 08:00:00,40.753798,-73.986815,Coffee Shop,40.733665,-73.987815,Food & Drink Shop
1001,2025-05-28 12:15:00,40.733665,-73.987815,Food & Drink Shop,40.735282,-73.990403,Park
1001,2025-05-28 13:00:00,40.735282,-73.990403,Park,40.744156,-73.989244,Gym / Fitness Center
1001,2025-05-28 15:30:00,40.744156,-73.989244,Gym / Fitness Center,40.771485,-73.959221,Vegetarian / Vegan Restaurant
1001,2025-05-28 18:00:00,40.771485,-73.959221,Vegetarian / Vegan Restaurant,40.744923,-73.998036,Movie Theater
1001,2025-05-28 20:00:00,40.744923,-73.998036,Movie Theater,40.721741,-73.984806,Bar
1002,2025-05-28 07:30:00,40.898591,-73.847787,Home (private),40.854324,-73.867781,Gym / Fitness Center
1002,2025-05-28 08:00:00,40.854324,-73.867781,Gym / Fitness Center,40.898472,-73.85451,Coffee Shop
1002,2025-05-28 09:15:00,40.898472,-73.85451,Coffee Shop,40.758,-73.9855,Work
1002,2025-05-28 09:45:00,40.758,-73.9855,Work,40.7528,-73.977267,Restaurant
1002,2025-05-28 12:30:00,40.7528,-73.977267,Restaurant,40.758,-73.9855,Work
1002,2025-05-28 13:30:00,40.758,-73.9855,Work,40.742016,-74.005163,Food & Drink Shop
1002,2025-05-28 17:30:00,40.742016,-74.005163,Food & Drink Shop,40.8996,-73.849772,Recreational Venue (Park)
1002,2025-05-28 18:30:00,40.8996,-73.849772,Recreational Venue (Park),40.740778,-73.987683,Burger Joint
1002,2025-05-28 20:00:00,40.740778,-73.987683,Burger Joint,40.74245,-74.005766,Ice Cream Shop
1002,2025-05-28 21:00:00,40.74245,-74.005766,Ice Cream Shop,40.739063,-73.986955,Church
1002,2025-05-28 22:00:00,40.739063,-73.986955,Church,40.898591,-73.847787,Home (private)
1003,2025-05-28 10:00:00,40.817783,-73.927667,Community College,40.683393,-73.883504,Deli / Bodega
1003,2025-05-28 12:30:00,40.683393,-73.883504,Deli / Bodega,40.712929,-73.872014,Drugstore / Pharmacy
1003,2025-05-28 13:00:00,40.712929,-73.872014,Drugstore / Pharmacy,40.683176,-73.88355,Outdoors & Recreation
1003,2025-05-28 15:00:00,40.683176,-73.88355,Outdoors & Recreation,40.743901,-73.9235,Fast Food Restaurant
1003,2025-05-28 17:30:00,40.743901,-73.9235,Fast Food Restaurant,40.695367,-73.84041,Deli / Bodega
1003,2025-05-28 19:00:00,40.695367,-73.84041,Deli / Bodega,40.712893,-73.906798,Coffee Shop
1003,2025-05-28 21:00:00,40.712893,-73.906798,Coffee Shop,40.666674,-73.988171,Bar
1003,2025-05-28 22:30:00,40.666674,-73.988171,Bar,40.714481,-73.87131,Home (private)
1004,2025-05-28 08:00:00,40.690008,-73.977126,Home (private),40.68101,-73.938075,Office
1004,2025-05-28 08:30:00,40.68101,-73.938075,Office,40.679955,-73.944464,Food & Drink Shop
1004,2025-05-28 12:00:00,40.679955,-73.944464,Food & Drink Shop,40.68101,-73.938075,Office
1004,2025-05-28 13:00:00,40.68101,-73.938075,Office,40.679909,-73.940371,Subway
1004,2025-05-28 17:30:00,40.679909,-73.940371,Subway,40.756717,-73.988585,Arcade
1004,2025-05-28 18:00:00,40.756717,-73.988585,Arcade,40.694157,-73.991873,Restaurant
1004,2025-05-28 20:30:00,40.694157,-73.991873,Restaurant,40.757031,-73.989026,Movie Theater
1004,2025-05-28 22:00:00,40.757031,-73.989026,Movie Theater,40.690008,-73.977126,Home (private)
1005,2025-05-28 07:30:00,40.725063,-73.996005,Gym / Fitness Center,40.751646,-73.99292,Coffee Shop
1005,2025-05-28 09:00:00,40.751646,-73.99292,Coffee Shop,40.763462,-73.974005,Department Store
1005,2025-05-28 12:30:00,40.763462,-73.974005,Department Store,40.72496,-73.994989,Sandwich Place
1005,2025-05-28 14:00:00,40.72496,-73.994989,Sandwich Place,40.750738,-73.9922,Bar
1005,2025-05-28 16:00:00,40.750738,-73.9922,Bar,40.725929,-73.996395,Mexican Restaurant
1005,2025-05-28 19:00:00,40.725929,-73.996395,Mexican Restaurant,40.766378,-73.991781,Bar
1005,2025-05-28 21:00:00,40.766378,-73.991781,Bar,40.722842,-73.994116,Cuban Restaurant
1006,2025-05-28 07:30:00,40.684996,-73.94186,Home (private),40.674408,-73.735877,School
1006,2025-05-28 08:00:00,40.674408,-73.735877,School,40.676387,-73.741836,Deli / Bodega
1006,2025-05-28 12:00:00,40.676387,-73.741836,Deli / Bodega,40.674408,-73.735877,School
1006,2025-05-28 12:30:00,40.674408,-73.735877,School,40.792929,-73.925772,Other Great Outdoors
1006,2025-05-28 15:30:00,40.792929,-73.925772,Other Great Outdoors,40.687945,-73.944785,Fried Chicken Joint
1006,2025-05-28 17:00:00,40.687945,-73.944785,Fried Chicken Joint,40.684996,-73.94186,Home (private)
1006,2025-05-28 18:00:00,40.684996,-73.94186,Home (private),40.677196,-73.747145,Dessert Shop
1006,2025-05-28 19:30:00,40.677196,-73.747145,Dessert Shop,40.684996,-73.94186,Home (private)
1007,2025-05-28 07:30:00,40.732999,-73.985496,Breakfast Spot,40.734483,-73.988234,Gym / Fitness Center
1007,2025-05-28 08:30:00,40.734483,-73.988234,Gym / Fitness Center,40.704348,-73.919268,Deli / Bodega
1007,2025-05-28 09:30:00,40.704348,-73.919268,Deli / Bodega,40.731156,-73.988728,American Restaurant
1007,2025-05-28 12:30:00,40.731156,-73.988728,American Restaurant,40.734483,-73.988234,Gym / Fitness Center
1007,2025-05-28 18:00:00,40.734483,-73.988234,Gym / Fitness Center,40.7828,-73.973415,Latin American Restaurant
1007,2025-05-28 20:00:00,40.7828,-73.973415,Latin American Restaurant,40.734662,-73.988401,Bar
1007,2025-05-28 22:00:00,40.734662,-73.988401,Bar,40.784317,-73.977605,Bar
1007,2025-05-28 23:30:00,40.784317,-73.977605,Bar,40.732609,-73.987781,Bar
1008,2025-05-28 10:00:00,40.731154,-73.860719,Residential Building (Apartment / Condo),40.7594,-73.989479,Gym / Fitness Center
1008,2025-05-28 10:30:00,40.7594,-73.989479,Gym / Fitness Center,40.748175,-73.987566,Café
1008,2025-05-28 11:30:00,40.748175,-73.987566,Café,40.814079,-73.942621,School
1008,2025-05-28 12:30:00,40.814079,-73.942621,School,40.636199,-73.739591,American Restaurant
1008,2025-05-28 14:00:00,40.636199,-73.739591,American Restaurant,40.750795,-73.993576,Train Station
1008,2025-05-28 15:30:00,40.750795,-73.993576,Train Station,40.756084,-73.989519,Event Space
1008,2025-05-28 16:00:00,40.756084,-73.989519,Event Space,40.756991,-73.988728,Movie Theater
1008,2025-05-28 18:00:00,40.756991,-73.988728,Movie Theater,40.715594,-73.998234,Ice Cream Shop
1008,2025-05-28 20:00:00,40.715594,-73.998234,Ice Cream Shop,40.731154,-73.860719,Residential Building (Apartment / Condo)
1009,2025-05-28 07:30:00,40.760883,-73.985009,Gym / Fitness Center,40.738196,-74.003471,Coffee Shop
1009,2025-05-28 08:30:00,40.738196,-74.003471,Coffee Shop,40.758551,-73.984888,Office
1009,2025-05-28 09:00:00,40.758551,-73.984888,Office,40.761421,-73.988194,Lunch
1009,2025-05-28 12:30:00,40.761421,-73.988194,Lunch,40.758551,-73.984888,Office
1009,2025-05-28 17:00:00,40.758551,-73.984888,Office,40.760883,-73.985009,Gym / Fitness Center
1009,2025-05-28 17:30:00,40.760883,-73.985009,Gym / Fitness Center,40.737025,-74.005487,Park
1009,2025-05-28 19:00:00,40.737025,-74.005487,Park,40.719116,-74.00343,Bar
1009,2025-05-28 20:00:00,40.719116,-74.00343,Bar,40.758075,-73.989411,Theater
1009,2025-05-28 22:00:00,40.758075,-73.989411,Theater,40.76054,-73.984624,Hotel
100,2025-05-28 10:00:00,40.762819,-73.989307,Deli / Bodega,40.791734,-73.978902,Scenic Lookout
100,2025-05-28 11:00:00,40.791734,-73.978902,Scenic Lookout,40.758278,-73.988028,Theater
100,2025-05-28 12:30:00,40.758278,-73.988028,Theater,40.761793,-73.986874,Bakery
100,2025-05-28 14:00:00,40.761793,-73.986874,Bakery,40.694842,-73.994272,Neighborhood
100,2025-05-28 15:00:00,40.694842,-73.994272,Neighborhood,40.794057,-73.976596,Outdoors & Recreation
100,2025-05-28 16:30:00,40.794057,-73.976596,Outdoors & Recreation,40.762796,-73.987581,Theater
100,2025-05-28 18:00:00,40.762796,-73.987581,Theater,40.76299,-73.989043,Restaurant
100,2025-05-28 20:00:00,40.76299,-73.989043,Restaurant,40.791734,-73.978902,Scenic Lookout
1010,2025-05-28 07:30:00,40.785735,-74.165099,Home (private),40.802953,-74.162361,High School
1010,2025-05-28 08:00:00,40.802953,-74.162361,High School,40.802953,-74.162361,High School
1010,2025-05-28 15:00:00,40.802953,-74.162361,High School,40.800878,-74.154137,Pizza Place
1010,2025-05-28 15:30:00,40.800878,-74.154137,Pizza Place,40.792558,-74.145733,Clothing Store
1010,2025-05-28 16:30:00,40.792558,-74.145733,Clothing Store,40.78918,-74.162265,Deli / Bodega
1010,2025-05-28 17:30:00,40.78918,-74.162265,Deli / Bodega,40.818342,-74.160452,Church
1010,2025-05-28 18:15:00,40.818342,-74.160452,Church,40.785735,-74.165099,Home (private)
1010,2025-05-28 19:30:00,40.785735,-74.165099,Home (private),40.808566,-74.151186,Gaming Cafe
1010,2025-05-28 20:00:00,40.808566,-74.151186,Gaming Cafe,40.785735,-74.165099,Home (private)
1011,2025-05-28 07:30:00,40.827157,-73.995345,Gym / Fitness Center,40.702244,-74.010719,Office
1011,2025-05-28 09:00:00,40.702244,-74.010719,Office,40.702415,-74.012583,Coffee Shop
1011,2025-05-28 12:00:00,40.702415,-74.012583,Coffee Shop,40.702244,-74.010719,Office
1011,2025-05-28 13:00:00,40.702244,-74.010719,Office,40.703253,-74.006095,Ferry
1011,2025-05-28 17:30:00,40.703253,-74.006095,Ferry,40.827157,-73.995345,Gym / Fitness Center
1011,2025-05-28 18:00:00,40.827157,-73.995345,Gym / Fitness Center,40.715298,-74.014785,Burger Joint
1011,2025-05-28 19:30:00,40.715298,-74.014785,Burger Joint,40.703253,-74.006095,Ferry
1012,2025-05-28 07:30:00,40.735697,-73.812498,Home (private),40.702575,-73.818998,Gym / Fitness Center
1012,2025-05-28 08:15:00,40.702575,-73.818998,Gym / Fitness Center,40.756144,-73.976905,Office
1012,2025-05-28 09:30:00,40.756144,-73.976905,Office,40.761755,-73.984372,Sandwich Place
1012,2025-05-28 12:00:00,40.761755,-73.984372,Sandwich Place,40.756144,-73.976905,Office
1012,2025-05-28 13:00:00,40.756144,-73.976905,Office,40.714964,-73.774009,Bus Station
1012,2025-05-28 17:00:00,40.714964,-73.774009,Bus Station,40.746964,-73.807697,Park
